# BUSCO version is: 5.8.2 
# The lineage dataset is: enterobacteriaceae_odb12 (Creation date: 2024-11-14, number of genomes: 107, number of BUSCOs: 874)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
4322at543	Complete	NODE_1204_length_64359_cov_77.399834	25265	26782	+	1006.6	502
4337at543	Complete	NODE_1073_length_3869_cov_77.835358	796	155	-	410.3	211
4351at543	Complete	NODE_926_length_95421_cov_71.123581	92764	94341	+	1097.2	523
4381at543	Complete	NODE_625_length_50664_cov_72.003532	50614	49652	-	635.8	318
4391at543	Complete	NODE_888_length_35781_cov_80.233421	28160	29290	+	807.8	373
4394at543	Complete	NODE_2145_length_112275_cov_77.552353	30850	31278	+	293.6	142
4396at543	Complete	NODE_2129_length_51924_cov_72.758377	39339	40271	+	629.3	308
4408at543	Complete	NODE_1548_length_7222_cov_79.247162	5288	6259	+	597.6	317
4432at543	Complete	NODE_286_length_41180_cov_81.233269	38768	39340	+	339.7	189
4442at543	Complete	NODE_286_length_41180_cov_81.233269	34977	33688	-	854.0	427
4445at543	Complete	NODE_851_length_22678_cov_82.051857	2546	3172	+	389.2	206
4450at543	Complete	NODE_1204_length_64359_cov_77.399834	43101	45533	+	1472.3	784
4452at543	Complete	NODE_1155_length_53173_cov_69.651268	33953	34528	+	386.6	193
4463at543	Complete	NODE_1204_length_64359_cov_77.399834	47733	48521	+	547.9	262
4468at543	Complete	NODE_2145_length_112275_cov_77.552353	13523	17323	+	2253.3	1246
4474at543	Complete	NODE_269_length_60008_cov_74.420364	3203	3817	+	377.3	196
4480at543	Complete	NODE_2159_length_50550_cov_71.258598	40649	39561	-	726.0	359
4494at543	Complete	NODE_662_length_38641_cov_68.282883	36074	34944	-	849.7	376
4498at543	Complete	NODE_1573_length_22126_cov_70.879776	13162	12026	-	786.0	378
4500at543	Complete	NODE_2487_length_42213_cov_77.013382	27870	28874	+	699.2	334
4512at543	Complete	NODE_2031_length_15140_cov_83.574440	5367	5834	+	316.0	153
4513at543	Complete	NODE_1999_length_25587_cov_66.390984	13775	14815	+	746.7	345
4524at543	Complete	NODE_592_length_39318_cov_75.666641	5282	6199	+	645.7	303
4525at543	Complete	NODE_888_length_35781_cov_80.233421	23147	24277	+	765.9	374
4554at543	Complete	NODE_1204_length_64359_cov_77.399834	20910	19630	-	953.7	426
4559at543	Complete	NODE_1573_length_22126_cov_70.879776	18510	17560	-	659.7	314
4577at543	Complete	NODE_1570_length_36954_cov_78.025352	1322	1888	+	369.0	187
4605at543	Complete	NODE_2111_length_12361_cov_66.461288	2252	2581	+	204.0	109
4609at543	Complete	NODE_2487_length_42213_cov_77.013382	5812	6702	+	616.2	293
4612at543	Complete	NODE_718_length_90501_cov_69.003258	43418	42675	-	536.3	245
4623at543	Complete	NODE_1815_length_42207_cov_77.160164	37070	36609	-	311.8	153
4626at543	Complete	NODE_1840_length_3976_cov_73.984154	2754	3908	+	853.2	383
4629at543	Complete	NODE_1513_length_3490_cov_101.512321	454	1380	+	658.0	308
4634at543	Complete	NODE_2145_length_112275_cov_77.552353	65654	65923	+	162.7	83
4637at543	Complete	NODE_152_length_14891_cov_78.964272	6113	5235	-	601.7	292
4646at543	Complete	NODE_1573_length_22126_cov_70.879776	17523	16888	-	357.1	186
4664at543	Complete	NODE_846_length_63393_cov_76.936378	50482	49736	-	480.3	248
4671at543	Complete	NODE_1441_length_52686_cov_76.197510	42408	41404	-	698.2	334
4672at543	Complete	NODE_2513_length_11127_cov_68.835533	502	1872	+	963.8	456
4677at543	Complete	NODE_2110_length_20950_cov_73.447586	15498	14488	-	434.4	205
4678at543	Complete	NODE_1204_length_64359_cov_77.399834	40079	40837	+	502.2	249
4697at543	Complete	NODE_2616_length_7178_cov_72.575790	3008	2295	-	504.7	237
4715at543	Complete	NODE_2185_length_35330_cov_74.210983	31625	31020	-	389.4	200
4717at543	Complete	NODE_1420_length_27396_cov_73.038727	18034	17282	-	514.7	248
4718at543	Complete	NODE_877_length_31483_cov_78.652222	15382	16137	+	526.9	251
4748at543	Complete	NODE_1513_length_3490_cov_101.512321	2374	1409	-	585.2	318
4753at543	Complete	NODE_119_length_16890_cov_72.888870	13934	15646	+	1200.1	570
4761at543	Complete	NODE_989_length_51512_cov_75.450089	20726	21139	+	280.8	136
4762at543	Complete	NODE_1677_length_30732_cov_80.654755	1932	3221	+	895.6	426
4766at543	Complete	NODE_718_length_90501_cov_69.003258	4079	4627	+	344.6	180
4773at543	Complete	NODE_2129_length_51924_cov_72.758377	35193	34477	-	538.0	238
4779at543	Complete	NODE_1062_length_63423_cov_73.241127	30411	28987	-	1046.5	473
4810at543	Complete	NODE_517_length_26358_cov_74.693604	22524	21616	-	641.4	298
4833at543	Complete	NODE_2298_length_23791_cov_73.140472	19719	20078	+	235.6	117
4844at543	Complete	NODE_1539_length_37792_cov_75.811783	15200	14559	-	428.7	213
4857at543	Complete	NODE_926_length_95421_cov_71.123581	22527	23432	+	598.2	300
4867at543	Complete	NODE_1573_length_22126_cov_70.879776	16888	16472	-	254.9	137
4903at543	Complete	NODE_2296_length_2628_cov_68.717659	1	1200	+	860.3	399
4922at543	Complete	NODE_693_length_3592_cov_59.803452	1546	2301	+	518.7	248
4935at543	Complete	NODE_1073_length_3869_cov_77.835358	1160	897	-	182.4	87
4938at543	Complete	NODE_286_length_41180_cov_81.233269	35970	35023	-	600.6	313
4961at543	Complete	NODE_2487_length_42213_cov_77.013382	27716	26565	-	806.1	382
4963at543	Complete	NODE_1420_length_27396_cov_73.038727	15012	15446	+	319.1	144
4965at543	Complete	NODE_1441_length_52686_cov_76.197510	4122	3763	-	195.4	118
4966at543	Complete	NODE_666_length_18969_cov_76.638199	17455	16856	-	407.5	198
5001at543	Complete	NODE_1288_length_45176_cov_69.014496	34745	36337	+	1194.7	530
5003at543	Complete	NODE_881_length_18377_cov_77.437286	6435	5473	-	608.7	312
5008at543	Complete	NODE_482_length_21709_cov_69.527618	10232	9378	-	604.3	283
5014at543	Complete	NODE_2129_length_51924_cov_72.758377	16946	17665	+	520.6	239
5017at543	Complete	NODE_2031_length_15140_cov_83.574440	6933	7754	+	552.5	270
5018at543	Complete	NODE_998_length_24344_cov_83.117935	5215	5940	+	524.5	240
5019at543	Complete	NODE_1441_length_52686_cov_76.197510	43829	43152	-	462.9	225
5026at543	Complete	NODE_2159_length_50550_cov_71.258598	27452	26706	-	487.5	248
5027at543	Complete	NODE_269_length_60008_cov_74.420364	18861	18412	-	325.7	149
5028at543	Complete	NODE_926_length_95421_cov_71.123581	30370	34257	+	2813.3	1294
5038at543	Complete	NODE_881_length_18377_cov_77.437286	6801	9347	+	1845.5	825
5042at543	Complete	NODE_1709_length_68036_cov_72.575531	8353	7061	-	884.5	429
5047at543	Complete	NODE_325_length_24164_cov_71.927742	13083	11845	-	783.0	406
5088at543	Complete	NODE_1539_length_37792_cov_75.811783	10725	10057	-	400.1	219
5099at543	Complete	NODE_718_length_90501_cov_69.003258	50764	51774	+	702.7	331
5102at543	Complete	NODE_626_length_8769_cov_75.351463	5888	6838	+	649.1	315
5107at543	Complete	NODE_1204_length_64359_cov_77.399834	41719	43071	+	825.1	448
5118at543	Complete	NODE_1539_length_37792_cov_75.811783	7991	8470	+	314.1	158
5130at543	Complete	NODE_1570_length_36954_cov_78.025352	34161	34892	+	481.5	243
5132at543	Complete	NODE_718_length_90501_cov_69.003258	42678	41707	-	676.8	322
5144at543	Complete	NODE_269_length_60008_cov_74.420364	11686	13548	+	1326.5	619
5154at543	Complete	NODE_926_length_95421_cov_71.123581	69268	70551	+	904.7	427
5160at543	Complete	NODE_989_length_51512_cov_75.450089	3623	3297	-	200.4	108
5180at543	Complete	NODE_718_length_90501_cov_69.003258	54485	55807	+	822.2	437
5194at543	Complete	NODE_1467_length_19113_cov_76.692146	8384	10642	+	1625.2	742
5203at543	Complete	NODE_1170_length_26855_cov_70.355133	9969	7936	-	1458.3	676
5204at543	Complete	NODE_625_length_50664_cov_72.003532	1336	4557	+	2363.2	1073
5210at543	Complete	NODE_1027_length_13244_cov_75.027863	8414	11236	+	2152.5	940
5214at543	Complete	NODE_1204_length_64359_cov_77.399834	35189	35914	+	523.7	240
5215at543	Complete	NODE_1253_length_7625_cov_68.889442	3946	4524	+	389.4	192
5216at543	Complete	NODE_592_length_39318_cov_75.666641	16158	15718	-	251.6	141
5217at543	Complete	NODE_1689_length_18974_cov_72.810692	3687	4415	+	533.4	242
5226at543	Complete	NODE_2159_length_50550_cov_71.258598	23985	22663	-	961.4	440
5231at543	Complete	NODE_2487_length_42213_cov_77.013382	41343	42200	+	536.9	283
5237at543	Complete	NODE_1204_length_64359_cov_77.399834	50297	53779	+	2431.9	1159
5239at543	Complete	NODE_443_length_10040_cov_75.927094	5517	6497	+	687.3	325
5258at543	Complete	NODE_2145_length_112275_cov_77.552353	84464	84916	+	297.6	149
5274at543	Complete	NODE_2132_length_53289_cov_67.616959	24026	24352	+	202.6	107
5275at543	Complete	NODE_895_length_14892_cov_65.747314	5052	3832	-	747.3	387
5276at543	Complete	NODE_1204_length_64359_cov_77.399834	25181	24483	-	451.9	231
5277at543	Complete	NODE_926_length_95421_cov_71.123581	62457	63194	+	510.0	240
5289at543	Complete	NODE_274_length_24805_cov_72.090103	19263	17989	-	899.7	422
5298at543	Complete	NODE_2006_length_20165_cov_69.217606	7840	6941	-	641.8	296
5303at543	Complete	NODE_1420_length_27396_cov_73.038727	20084	18042	-	1347.9	678
5313at543	Complete	NODE_1539_length_37792_cov_75.811783	20635	21258	+	410.3	206
5315at543	Complete	NODE_286_length_41180_cov_81.233269	24044	24577	+	342.9	177
5319at543	Complete	NODE_269_length_60008_cov_74.420364	16726	16307	-	268.0	138
5326at543	Complete	NODE_911_length_8401_cov_66.127365	1818	3884	+	1517.4	686
5331at543	Complete	NODE_625_length_50664_cov_72.003532	170	1318	+	804.5	381
5367at543	Complete	NODE_286_length_41180_cov_81.233269	17258	17887	+	424.7	208
5368at543	Complete	NODE_1852_length_52597_cov_77.721466	40074	38341	-	1168.1	576
5382at543	Complete	NODE_1539_length_37792_cov_75.811783	9840	9604	-	172.5	78
5391at543	Complete	NODE_888_length_35781_cov_80.233421	3631	5277	+	1174.1	548
5398at543	Complete	NODE_926_length_95421_cov_71.123581	17159	18115	+	605.8	317
5399at543	Complete	NODE_482_length_21709_cov_69.527618	16456	17469	+	704.4	315
5420at543	Complete	NODE_2129_length_51924_cov_72.758377	5729	7345	+	1190.2	527
5426at543	Complete	NODE_2145_length_112275_cov_77.552353	60199	59633	-	371.2	183
5439at543	Complete	NODE_926_length_95421_cov_71.123581	24915	25295	+	234.4	125
5442at543	Complete	NODE_906_length_18920_cov_69.049629	44	670	+	452.8	208
5449at543	Complete	NODE_614_length_35137_cov_72.104843	23907	23209	-	430.0	231
5457at543	Complete	NODE_2110_length_20950_cov_73.447586	12666	13775	+	718.2	365
5458at543	Complete	NODE_434_length_79075_cov_70.223480	50775	51209	+	280.9	143
5469at543	Complete	NODE_926_length_95421_cov_71.123581	84725	85999	+	850.9	423
5472at543	Complete	NODE_926_length_95421_cov_71.123581	15901	16476	+	426.7	191
5495at543	Complete	NODE_877_length_31483_cov_78.652222	21348	20860	-	319.9	161
5506at543	Complete	NODE_877_length_31483_cov_78.652222	16151	16756	+	350.3	201
5521at543	Complete	NODE_1204_length_64359_cov_77.399834	38694	39890	+	780.7	397
5526at543	Complete	NODE_1847_length_31756_cov_77.062065	2413	1235	-	728.8	392
5529at543	Complete	NODE_1434_length_95894_cov_75.275742	54047	52944	-	763.8	368
5535at543	Complete	NODE_1113_length_19431_cov_68.618652	12583	13335	+	515.7	249
5543at543	Complete	NODE_1570_length_36954_cov_78.025352	25627	26907	+	865.5	425
5551at543	Complete	NODE_181_length_15413_cov_63.977356	4345	4644	+	204.5	99
5561at543	Complete	NODE_1493_length_33821_cov_82.067535	4884	6320	+	1061.8	477
5580at543	Complete	NODE_881_length_18377_cov_77.437286	10410	11234	+	562.7	273
5584at543	Complete	NODE_482_length_21709_cov_69.527618	11077	10268	-	499.7	269
5591at543	Complete	NODE_592_length_39318_cov_75.666641	11208	10465	-	471.4	247
5592at543	Complete	NODE_888_length_35781_cov_80.233421	18644	17379	-	928.0	416
5596at543	Complete	NODE_286_length_41180_cov_81.233269	33666	32290	-	1020.6	458
5598at543	Complete	NODE_1573_length_22126_cov_70.879776	6004	4925	-	724.1	353
5607at543	Complete	NODE_2145_length_112275_cov_77.552353	58528	57803	-	525.3	241
5610at543	Complete	NODE_567_length_10831_cov_86.072937	123	659	+	375.2	177
5614at543	Complete	NODE_269_length_60008_cov_74.420364	18408	17305	-	733.7	365
5616at543	Complete	NODE_2145_length_112275_cov_77.552353	711	1	-	529.1	237
5636at543	Complete	NODE_482_length_21709_cov_69.527618	19884	20468	+	364.6	193
5638at543	Complete	NODE_2185_length_35330_cov_74.210983	33962	33054	-	680.1	302
5654at543	Complete	NODE_718_length_90501_cov_69.003258	53458	52703	-	514.9	249
5659at543	Complete	NODE_2110_length_20950_cov_73.447586	8265	7012	-	830.6	415
5674at543	Complete	NODE_1062_length_63423_cov_73.241127	48979	50619	+	1142.2	546
5675at543	Complete	NODE_2129_length_51924_cov_72.758377	4042	2969	-	687.2	341
5687at543	Complete	NODE_434_length_79075_cov_70.223480	15944	14532	-	974.6	470
5691at543	Complete	NODE_888_length_35781_cov_80.233421	8401	9948	+	1115.7	513
5713at543	Complete	NODE_2298_length_23791_cov_73.140472	12957	13598	+	386.5	208
5715at543	Missing
5722at543	Complete	NODE_846_length_63393_cov_76.936378	57756	56425	-	975.1	443
5724at543	Complete	NODE_846_length_63393_cov_76.936378	62819	60621	-	1447.6	730
5727at543	Complete	NODE_2132_length_53289_cov_67.616959	3183	1825	-	860.1	451
5740at543	Complete	NODE_679_length_36641_cov_70.533279	32216	32704	+	298.4	161
5749at543	Fragmented	NODE_325_length_24164_cov_71.927742	18221	19312	+	682.2	344
5758at543	Complete	NODE_274_length_24805_cov_72.090103	11142	11837	+	489.5	230
5764at543	Complete	NODE_1441_length_52686_cov_76.197510	47256	46168	-	711.5	360
5774at543	Complete	NODE_596_length_15654_cov_72.501595	40	1764	+	1271.2	572
5775at543	Complete	NODE_1170_length_26855_cov_70.355133	10101	11210	+	799.1	369
5787at543	Complete	NODE_796_length_47878_cov_66.656982	15671	14676	-	709.9	331
5801at543	Complete	NODE_2129_length_51924_cov_72.758377	4527	4973	+	278.5	146
5808at543	Complete	NODE_1570_length_36954_cov_78.025352	16576	15524	-	731.8	347
5811at543	Complete	NODE_2305_length_33814_cov_83.113121	27792	29621	+	1299.0	609
5819at543	Complete	NODE_286_length_41180_cov_81.233269	23300	23605	+	209.0	101
5831at543	Complete	NODE_1204_length_64359_cov_77.399834	48521	49669	+	761.8	379
5842at543	Complete	NODE_679_length_36641_cov_70.533279	27343	28155	+	545.2	268
5846at543	Complete	NODE_989_length_51512_cov_75.450089	8030	10444	+	1741.9	804
5879at543	Complete	NODE_2514_length_4067_cov_64.112862	1110	4	-	758.7	365
5904at543	Complete	NODE_846_length_63393_cov_76.936378	43563	44525	+	688.0	320
5906at543	Complete	NODE_286_length_41180_cov_81.233269	22417	22731	+	203.2	104
5908at543	Complete	NODE_1999_length_25587_cov_66.390984	24235	24939	+	417.5	231
5914at543	Complete	NODE_1539_length_37792_cov_75.811783	9583	9416	-	131.5	53
5915at543	Complete	NODE_881_length_18377_cov_77.437286	3524	2328	-	806.1	394
5922at543	Complete	NODE_517_length_26358_cov_74.693604	25357	26199	+	625.1	280
5926at543	Complete	NODE_443_length_10040_cov_75.927094	5382	4645	-	453.2	242
5934at543	Complete	NODE_592_length_39318_cov_75.666641	1880	2710	+	419.7	236
5939at543	Complete	NODE_2145_length_112275_cov_77.552353	89292	89693	+	236.2	131
5948at543	Complete	NODE_286_length_41180_cov_81.233269	23639	24031	+	265.4	130
5955at543	Complete	NODE_888_length_35781_cov_80.233421	10985	12460	+	1067.3	490
5960at543	Complete	NODE_274_length_24805_cov_72.090103	17801	15447	-	1757.7	784
5969at543	Complete	NODE_2145_length_112275_cov_77.552353	65978	67237	+	886.3	418
5993at543	Complete	NODE_1126_length_10021_cov_72.826866	2099	3238	+	793.1	379
5999at543	Complete	NODE_269_length_60008_cov_74.420364	24576	24244	-	203.7	106
6000at543	Missing
6011at543	Complete	NODE_2132_length_53289_cov_67.616959	1813	620	-	861.6	396
6020at543	Complete	NODE_926_length_95421_cov_71.123581	18789	20588	+	1286.6	597
6046at543	Complete	NODE_596_length_15654_cov_72.501595	10412	11494	+	718.8	360
6049at543	Complete	NODE_1792_length_20317_cov_75.392525	5699	5256	-	257.6	146
6056at543	Complete	NODE_614_length_35137_cov_72.104843	7045	5759	-	763.0	423
6061at543	Complete	NODE_2145_length_112275_cov_77.552353	63224	64006	+	547.7	260
6120at543	Complete	NODE_152_length_14891_cov_78.964272	2646	2936	+	175.8	92
6124at543	Complete	NODE_2159_length_50550_cov_71.258598	29938	28952	-	589.0	324
6136at543	Complete	NODE_269_length_60008_cov_74.420364	10314	8866	-	983.6	481
6147at543	Complete	NODE_567_length_10831_cov_86.072937	1471	2397	+	664.0	307
6148at543	Complete	NODE_89_length_10330_cov_70.405418	203	1069	+	589.7	286
6162at543	Complete	NODE_718_length_90501_cov_69.003258	83544	84425	+	579.1	289
6163at543	Complete	NODE_1852_length_52597_cov_77.721466	38033	37152	-	559.3	248
6183at543	Complete	NODE_2145_length_112275_cov_77.552353	62407	63216	+	565.3	267
6186at543	Complete	NODE_1204_length_64359_cov_77.399834	5310	3946	-	913.3	445
6198at543	Complete	NODE_443_length_10040_cov_75.927094	378	1448	+	742.3	355
6212at543	Complete	NODE_567_length_10831_cov_86.072937	7487	6636	-	558.8	282
6217at543	Complete	NODE_2031_length_15140_cov_83.574440	5834	6853	+	694.3	337
6253at543	Complete	NODE_2487_length_42213_cov_77.013382	1868	3028	+	803.0	383
6276at543	Complete	NODE_2145_length_112275_cov_77.552353	77559	78407	+	550.7	274
6278at543	Complete	NODE_1204_length_64359_cov_77.399834	31262	30438	-	581.6	274
6283at543	Complete	NODE_22_length_21196_cov_74.466599	3534	2929	-	449.8	201
6291at543	Complete	NODE_1204_length_64359_cov_77.399834	38045	38602	+	332.2	173
6294at543	Complete	NODE_851_length_22678_cov_82.051857	6094	8880	+	1805.6	917
6305at543	Complete	NODE_269_length_60008_cov_74.420364	32272	30953	-	884.3	439
6312at543	Complete	NODE_215_length_65836_cov_69.504402	28213	26486	-	1199.7	574
6313at543	Complete	NODE_2145_length_112275_cov_77.552353	84944	86431	+	1037.2	494
6337at543	Complete	NODE_215_length_65836_cov_69.504402	47960	49198	+	791.1	408
6342at543	Complete	NODE_1847_length_31756_cov_77.062065	21908	20745	-	786.3	386
6355at543	Complete	NODE_2113_length_16705_cov_74.349533	12019	15981	+	2553.7	1227
6372at543	Complete	NODE_443_length_10040_cov_75.927094	1459	2580	+	749.0	372
6373at543	Fragmented	NODE_592_length_39318_cov_75.666641	3	965	+	616.4	315
6430at543	Complete	NODE_926_length_95421_cov_71.123581	87944	89416	+	921.6	484
6448at543	Complete	NODE_2201_length_7379_cov_73.928040	3841	6471	+	1760.7	875
6477at543	Complete	NODE_1792_length_20317_cov_75.392525	8840	9922	+	687.0	359
6499at543	Complete	NODE_998_length_24344_cov_83.117935	1360	2400	+	728.3	346
6524at543	Complete	NODE_1024_length_7788_cov_69.617615	3977	4960	+	672.5	327
6542at543	Complete	NODE_820_length_11940_cov_68.144218	5952	4753	-	754.7	399
6543at543	Complete	NODE_596_length_15654_cov_72.501595	4504	5445	+	615.0	311
6571at543	Complete	NODE_2159_length_50550_cov_71.258598	17257	15410	-	1054.1	588
6579at543	Complete	NODE_443_length_10040_cov_75.927094	7355	9928	+	1844.6	857
6589at543	Complete	NODE_567_length_10831_cov_86.072937	2394	3164	+	521.8	256
6592at543	Complete	NODE_2263_length_5767_cov_76.382004	5016	5669	+	450.3	217
6594at543	Complete	NODE_1204_length_64359_cov_77.399834	47274	47729	+	324.6	150
6595at543	Complete	NODE_926_length_95421_cov_71.123581	16509	17159	+	404.3	212
6601at543	Complete	NODE_626_length_8769_cov_75.351463	4818	5312	+	296.2	163
6602at543	Complete	NODE_2145_length_112275_cov_77.552353	25234	26172	+	655.4	312
6613at543	Complete	NODE_1062_length_63423_cov_73.241127	6244	5213	-	610.2	341
6618at543	Complete	NODE_274_length_24805_cov_72.090103	14774	12903	-	1121.4	618
6641at543	Complete	NODE_666_length_18969_cov_76.638199	4609	3716	-	575.2	296
6643at543	Complete	NODE_1017_length_8157_cov_78.837318	7614	7117	-	287.1	164
6650at543	Complete	NODE_325_length_24164_cov_71.927742	13767	13147	-	392.3	204
6665at543	Complete	NODE_664_length_9865_cov_71.042572	4455	2926	-	1024.7	509
6668at543	Complete	NODE_2487_length_42213_cov_77.013382	28882	29658	+	520.6	258
6679at543	Complete	NODE_1434_length_95894_cov_75.275742	78982	77924	-	659.9	346
6680at543	Complete	NODE_2145_length_112275_cov_77.552353	89693	90637	+	582.8	312
6687at543	Fragmented	NODE_2132_length_53289_cov_67.616959	620	3	-	407.9	206
6708at543	Complete	NODE_2129_length_51924_cov_72.758377	48702	50618	+	1380.9	631
6715at543	Complete	NODE_596_length_15654_cov_72.501595	14054	15121	+	695.0	349
6728at543	Complete	NODE_152_length_14891_cov_78.964272	3339	2998	-	205.6	111
6742at543	Complete	NODE_142_length_13006_cov_73.540901	9960	11258	+	912.3	431
6743at543	Complete	NODE_286_length_41180_cov_81.233269	22746	23285	+	386.8	179
6753at543	Complete	NODE_365_length_9504_cov_67.174660	2348	1818	-	316.7	174
6760at543	Complete	NODE_626_length_8769_cov_75.351463	689	426	-	168.4	86
6779at543	Complete	NODE_1709_length_68036_cov_72.575531	16695	18461	+	1143.4	586
6796at543	Complete	NODE_2110_length_20950_cov_73.447586	10302	8395	-	1347.2	634
6808at543	Complete	NODE_2132_length_53289_cov_67.616959	6344	4782	-	978.5	519
6814at543	Complete	NODE_877_length_31483_cov_78.652222	19263	20039	+	492.6	247
6832at543	Complete	NODE_286_length_41180_cov_81.233269	26087	27418	+	965.1	442
6833at543	Complete	NODE_2262_length_11715_cov_77.324455	5594	4113	-	951.8	487
6861at543	Complete	NODE_2159_length_50550_cov_71.258598	37101	36418	-	436.5	225
6879at543	Complete	NODE_1204_length_64359_cov_77.399834	36172	37023	+	534.6	282
6880at543	Complete	NODE_718_length_90501_cov_69.003258	50144	50755	+	398.6	201
6883at543	Missing
6900at543	Complete	NODE_1815_length_42207_cov_77.160164	23652	23101	-	358.2	182
6918at543	Complete	NODE_1548_length_7222_cov_79.247162	4238	5284	+	699.0	347
6926at543	Complete	NODE_2305_length_33814_cov_83.113121	25490	25909	+	273.8	139
6959at543	Complete	NODE_926_length_95421_cov_71.123581	63495	63983	+	320.7	157
6966at543	Complete	NODE_679_length_36641_cov_70.533279	29053	29967	+	638.0	303
6977at543	Complete	NODE_2298_length_23791_cov_73.140472	8503	9237	+	480.9	244
6979at543	Complete	NODE_2487_length_42213_cov_77.013382	36982	37686	+	459.8	206
6987at543	Complete	NODE_2145_length_112275_cov_77.552353	27301	26234	-	663.5	343
7005at543	Complete	NODE_679_length_36641_cov_70.533279	26330	27343	+	666.3	335
7017at543	Complete	NODE_2145_length_112275_cov_77.552353	17480	18925	+	998.3	481
7021at543	Complete	NODE_820_length_11940_cov_68.144218	4053	2815	-	778.8	412
7024at543	Complete	NODE_2145_length_112275_cov_77.552353	106189	105614	-	347.0	191
7031at543	Complete	NODE_2145_length_112275_cov_77.552353	65216	65509	+	141.8	96
7046at543	Complete	NODE_1441_length_52686_cov_76.197510	3755	3468	-	137.8	93
7049at543	Complete	NODE_1539_length_37792_cov_75.811783	15981	15265	-	510.6	235
7080at543	Complete	NODE_718_length_90501_cov_69.003258	53483	54469	+	593.5	313
7084at543	Complete	NODE_1132_length_12179_cov_76.099594	1804	2208	+	240.0	129
7094at543	Complete	NODE_596_length_15654_cov_72.501595	12813	14057	+	766.0	394
7095at543	Complete	NODE_2145_length_112275_cov_77.552353	75526	77469	+	1364.6	605
7105at543	Complete	NODE_2145_length_112275_cov_77.552353	64011	64562	+	339.2	181
7108at543	Complete	NODE_434_length_79075_cov_70.223480	60770	60075	-	437.6	222
7153at543	Complete	NODE_2159_length_50550_cov_71.258598	36307	34823	-	1075.2	493
7160at543	Complete	NODE_596_length_15654_cov_72.501595	11497	12813	+	866.2	437
7167at543	Complete	NODE_269_length_60008_cov_74.420364	10762	11661	+	563.0	298
7175at543	Complete	NODE_89_length_10330_cov_70.405418	4844	5353	+	350.1	168
7206at543	Complete	NODE_2298_length_23791_cov_73.140472	20472	21113	+	314.9	196
7210at543	Complete	NODE_926_length_95421_cov_71.123581	91067	89697	-	934.6	454
7219at543	Complete	NODE_1132_length_12179_cov_76.099594	10647	11516	+	610.6	289
7222at543	Complete	NODE_592_length_39318_cov_75.666641	4030	5181	+	829.9	383
7239at543	Complete	NODE_1677_length_30732_cov_80.654755	28963	28259	-	468.9	232
7243at543	Complete	NODE_269_length_60008_cov_74.420364	17216	16746	-	305.8	156
7246at543	Complete	NODE_2185_length_35330_cov_74.210983	30453	30142	-	180.3	99
7282at543	Complete	NODE_614_length_35137_cov_72.104843	25501	23891	-	1047.0	536
7285at543	Complete	NODE_1493_length_33821_cov_82.067535	2186	540	-	1183.0	546
7288at543	Complete	NODE_1999_length_25587_cov_66.390984	23399	23644	+	158.0	81
7311at543	Complete	NODE_1288_length_45176_cov_69.014496	43911	43162	-	492.4	248
7316at543	Complete	NODE_1195_length_3037_cov_75.569313	1424	609	-	586.2	271
7331at543	Complete	NODE_2145_length_112275_cov_77.552353	28758	27391	-	828.0	443
7348at543	Complete	NODE_1570_length_36954_cov_78.025352	26993	28252	+	757.2	393
7364at543	Complete	NODE_614_length_35137_cov_72.104843	9707	10522	+	542.9	268
7373at543	Complete	NODE_1689_length_18974_cov_72.810692	5171	5887	+	496.5	237
7379at543	Complete	NODE_592_length_39318_cov_75.666641	24304	25956	+	896.8	421
7380at543	Complete	NODE_1062_length_63423_cov_73.241127	27797	27330	-	282.8	154
7387at543	Complete	NODE_596_length_15654_cov_72.501595	5442	5807	+	192.5	103
7388at543	Complete	NODE_2262_length_11715_cov_77.324455	3965	3294	-	449.4	223
7402at543	Complete	NODE_1792_length_20317_cov_75.392525	7740	8840	+	662.5	362
7407at543	Complete	NODE_215_length_65836_cov_69.504402	20738	21571	+	595.6	277
7409at543	Complete	NODE_2145_length_112275_cov_77.552353	9803	10906	+	593.1	310
7421at543	Complete	NODE_1441_length_52686_cov_76.197510	6209	5397	-	502.2	259
7443at543	Complete	NODE_1126_length_10021_cov_72.826866	8124	8645	+	301.3	164
7456at543	Complete	NODE_881_length_18377_cov_77.437286	5476	4736	-	444.9	246
7465at543	Complete	NODE_2201_length_7379_cov_73.928040	1332	1829	+	315.8	164
7472at543	Complete	NODE_2031_length_15140_cov_83.574440	2657	1398	-	750.9	414
7474at543	Complete	NODE_1847_length_31756_cov_77.062065	17367	16627	-	435.1	231
7494at543	Complete	NODE_2305_length_33814_cov_83.113121	20574	21044	+	277.4	156
7496at543	Fragmented	NODE_1573_length_22126_cov_70.879776	14598	14155	-	236.2	140
7508at543	Complete	NODE_846_length_63393_cov_76.936378	59243	58389	-	353.8	202
7536at543	Complete	NODE_2298_length_23791_cov_73.140472	2200	2	-	1290.6	659
7553at543	Complete	NODE_1677_length_30732_cov_80.654755	30484	30101	-	216.4	125
7578at543	Complete	NODE_881_length_18377_cov_77.437286	4714	3527	-	664.7	368
7584at543	Complete	NODE_718_length_90501_cov_69.003258	80586	81284	+	367.8	197
7585at543	Complete	NODE_1570_length_36954_cov_78.025352	25242	25550	+	205.8	100
