# BUSCO version is: 5.8.2 
# The lineage dataset is: enterobacteriaceae_odb12 (Creation date: 2024-11-14, number of genomes: 107, number of BUSCOs: 874)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
4351at543	Complete	NODE_9_length_123825_cov_37.296666	93155	94732	+	1097.2	523
4381at543	Complete	NODE_21_length_83220_cov_38.326345	61761	60799	-	635.8	318
4391at543	Complete	NODE_16_length_86943_cov_42.279511	28391	29521	+	807.8	373
4394at543	Complete	NODE_8_length_126545_cov_41.885285	44899	45327	+	293.6	142
4396at543	Complete	NODE_31_length_58399_cov_38.812466	12712	11780	-	629.3	308
4408at543	Complete	NODE_39_length_47213_cov_38.868135	5411	6382	+	597.6	317
4432at543	Complete	NODE_43_length_41508_cov_43.498876	2633	2061	-	339.7	189
4442at543	Complete	NODE_43_length_41508_cov_43.498876	6425	7714	+	854.0	427
4445at543	Complete	NODE_17_length_86457_cov_41.702653	83727	83101	-	389.2	206
4450at543	Complete	NODE_30_length_69036_cov_41.149327	25825	23393	-	1472.3	784
4452at543	Complete	NODE_3_length_152663_cov_37.088930	133076	133657	+	413.3	193
4463at543	Complete	NODE_30_length_69036_cov_41.149327	21193	20405	-	547.9	262
4468at543	Complete	NODE_8_length_126545_cov_41.885285	27573	31373	+	2253.3	1246
4474at543	Complete	NODE_19_length_85129_cov_38.767276	28198	28812	+	377.3	196
4480at543	Complete	NODE_36_length_50779_cov_38.268459	40755	39667	-	726.0	359
4494at543	Complete	NODE_2_length_157429_cov_38.171358	114596	113466	-	849.7	376
4498at543	Complete	NODE_11_length_117034_cov_40.464403	103629	104765	+	786.0	378
4500at543	Complete	NODE_42_length_44050_cov_40.658288	14671	13667	-	699.2	334
4512at543	Complete	NODE_54_length_28184_cov_41.894607	5476	5943	+	316.0	153
4513at543	Complete	NODE_72_length_16341_cov_36.526767	4322	5362	+	746.7	345
4524at543	Complete	NODE_4_length_139564_cov_44.158667	47788	46871	-	645.7	303
4525at543	Complete	NODE_16_length_86943_cov_42.279511	23378	24508	+	765.9	374
4554at543	Complete	NODE_30_length_69036_cov_41.149327	48016	49296	+	953.7	426
4559at543	Complete	NODE_11_length_117034_cov_40.464403	98261	99211	+	659.7	314
4577at543	Complete	NODE_29_length_69919_cov_43.020805	41506	40940	-	369.0	187
4605at543	Complete	NODE_14_length_92032_cov_37.540264	59337	59666	+	204.0	109
4609at543	Complete	NODE_42_length_44050_cov_40.658288	36746	35856	-	616.2	293
4612at543	Complete	NODE_6_length_131096_cov_36.333598	57872	57129	-	536.3	245
4623at543	Complete	NODE_18_length_85840_cov_40.696849	33823	34284	+	311.8	153
4626at543	Complete	NODE_11_length_117034_cov_40.464403	93077	94231	+	853.2	383
4629at543	Complete	NODE_117_length_4367_cov_50.670283	1204	2130	+	658.0	308
4634at543	Complete	NODE_8_length_126545_cov_41.885285	79705	79974	+	162.7	83
4637at543	Complete	NODE_34_length_53173_cov_42.168382	19526	20404	+	601.7	292
4646at543	Complete	NODE_11_length_117034_cov_40.464403	99248	99883	+	357.1	186
4664at543	Complete	NODE_17_length_86457_cov_41.702653	13057	13803	+	480.3	248
4671at543	Complete	NODE_1_length_276430_cov_40.515391	233880	234884	+	698.2	334
4672at543	Complete	NODE_73_length_16238_cov_34.312333	10753	9383	-	963.8	456
4677at543	Complete	NODE_14_length_92032_cov_37.540264	85249	84239	-	434.4	205
4678at543	Complete	NODE_30_length_69036_cov_41.149327	28847	28089	-	502.2	249
4697at543	Complete	NODE_84_length_12824_cov_36.455068	4299	5012	+	504.7	237
4715at543	Complete	NODE_41_length_44791_cov_39.437601	31732	31127	-	389.4	200
4717at543	Complete	NODE_1_length_276430_cov_40.515391	109565	110317	+	514.7	248
4718at543	Complete	NODE_16_length_86943_cov_42.279511	70435	71190	+	526.9	251
4748at543	Complete	NODE_117_length_4367_cov_50.670283	3124	2159	-	585.2	318
4753at543	Complete	NODE_12_length_106079_cov_39.536715	102996	104708	+	1200.1	570
4761at543	Complete	NODE_26_length_78359_cov_41.157595	45485	45898	+	280.8	136
4762at543	Complete	NODE_51_length_31115_cov_42.820834	28928	27639	-	895.6	426
4766at543	Complete	NODE_6_length_131096_cov_36.333598	18533	19081	+	344.6	180
4773at543	Complete	NODE_31_length_58399_cov_38.812466	16858	17574	+	538.0	238
4779at543	Complete	NODE_10_length_119716_cov_38.250842	33243	34667	+	1046.5	473
4810at543	Complete	NODE_22_length_80627_cov_36.893466	4269	5177	+	641.4	298
4833at543	Complete	NODE_20_length_84241_cov_37.036046	64610	64969	+	235.6	117
4844at543	Complete	NODE_39_length_47213_cov_38.868135	24492	23851	-	428.7	213
4857at543	Complete	NODE_9_length_123825_cov_37.296666	22919	23824	+	598.2	300
4867at543	Complete	NODE_11_length_117034_cov_40.464403	99883	100299	+	254.9	137
4903at543	Complete	NODE_20_length_84241_cov_37.036046	68818	70122	+	930.4	432
4922at543	Complete	NODE_2_length_157429_cov_38.171358	1738	2493	+	518.7	248
4935at543	Complete	NODE_10_length_119716_cov_38.250842	66372	66635	+	182.4	87
4938at543	Complete	NODE_43_length_41508_cov_43.498876	5432	6379	+	600.6	313
4961at543	Complete	NODE_42_length_44050_cov_40.658288	14825	15976	+	806.1	382
4963at543	Complete	NODE_1_length_276430_cov_40.515391	112587	112153	-	319.1	144
4965at543	Complete	NODE_1_length_276430_cov_40.515391	272166	272525	+	195.4	118
4966at543	Complete	NODE_2_length_157429_cov_38.171358	57972	57373	-	407.5	198
5001at543	Complete	NODE_28_length_70179_cov_36.796251	34856	36448	+	1194.7	530
5003at543	Complete	NODE_16_length_86943_cov_42.279511	42487	41525	-	608.7	312
5008at543	Complete	NODE_53_length_29778_cov_36.323025	11608	12462	+	604.3	283
5014at543	Complete	NODE_31_length_58399_cov_38.812466	35132	34413	-	520.6	239
5017at543	Complete	NODE_54_length_28184_cov_41.894607	7042	7863	+	552.5	270
5018at543	Complete	NODE_26_length_78359_cov_41.157595	5323	6048	+	524.5	240
5019at543	Complete	NODE_1_length_276430_cov_40.515391	232459	233136	+	462.9	225
5026at543	Complete	NODE_36_length_50779_cov_38.268459	27557	26811	-	487.5	248
5027at543	Complete	NODE_19_length_85129_cov_38.767276	43856	43407	-	325.7	149
5028at543	Complete	NODE_9_length_123825_cov_37.296666	30762	34649	+	2813.3	1294
5038at543	Complete	NODE_16_length_86943_cov_42.279511	42853	45399	+	1845.5	825
5042at543	Complete	NODE_23_length_80065_cov_37.437114	8462	7170	-	884.5	429
5047at543	Complete	NODE_32_length_57606_cov_39.295812	46387	45149	-	783.0	406
5088at543	Complete	NODE_39_length_47213_cov_38.868135	20017	19349	-	400.1	219
5099at543	Complete	NODE_6_length_131096_cov_36.333598	65218	66228	+	702.7	331
5102at543	Complete	NODE_4_length_139564_cov_44.158667	126594	125644	-	649.1	315
5107at543	Complete	NODE_30_length_69036_cov_41.149327	27207	25855	-	825.1	448
5118at543	Complete	NODE_39_length_47213_cov_38.868135	17283	17762	+	314.1	158
5130at543	Complete	NODE_29_length_69919_cov_43.020805	8486	7755	-	481.5	243
5132at543	Complete	NODE_6_length_131096_cov_36.333598	57132	56161	-	676.8	322
5144at543	Complete	NODE_19_length_85129_cov_38.767276	36681	38543	+	1326.5	619
5154at543	Complete	NODE_9_length_123825_cov_37.296666	69660	70943	+	904.7	427
5160at543	Complete	NODE_26_length_78359_cov_41.157595	28381	28055	-	200.4	108
5180at543	Complete	NODE_6_length_131096_cov_36.333598	68939	70261	+	822.2	437
5194at543	Complete	NODE_27_length_73011_cov_40.630920	61106	58848	-	1625.2	742
5203at543	Complete	NODE_3_length_152663_cov_37.088930	81854	79821	-	1458.3	676
5204at543	Complete	NODE_4_length_139564_cov_44.158667	122054	118833	-	2363.2	1073
5210at543	Complete	NODE_7_length_130108_cov_39.332856	87931	90753	+	2152.5	940
5214at543	Complete	NODE_30_length_69036_cov_41.149327	33737	33012	-	523.7	240
5215at543	Complete	NODE_5_length_138947_cov_37.421618	28762	29340	+	389.4	192
5216at543	Complete	NODE_4_length_139564_cov_44.158667	36796	37236	+	251.6	141
5217at543	Complete	NODE_23_length_80065_cov_37.437114	56248	56976	+	533.4	242
5226at543	Complete	NODE_36_length_50779_cov_38.268459	24090	22768	-	961.4	440
5231at543	Complete	NODE_42_length_44050_cov_40.658288	1198	341	-	536.9	283
5237at543	Complete	NODE_30_length_69036_cov_41.149327	18629	15147	-	2431.9	1159
5239at543	Complete	NODE_34_length_53173_cov_42.168382	4819	3839	-	687.3	325
5258at543	Complete	NODE_8_length_126545_cov_41.885285	98516	98968	+	297.6	149
5274at543	Complete	NODE_22_length_80627_cov_36.893466	51232	51558	+	202.6	107
5275at543	Complete	NODE_77_length_15753_cov_35.008191	10357	11577	+	747.3	387
5276at543	Complete	NODE_30_length_69036_cov_41.149327	43745	44443	+	451.9	231
5277at543	Complete	NODE_9_length_123825_cov_37.296666	62849	63586	+	510.0	240
5289at543	Complete	NODE_19_length_85129_cov_38.767276	19432	18158	-	899.7	422
5298at543	Complete	NODE_24_length_79963_cov_36.490030	7948	7049	-	641.8	296
5303at543	Complete	NODE_1_length_276430_cov_40.515391	107515	109557	+	1347.9	678
5313at543	Complete	NODE_39_length_47213_cov_38.868135	29927	30550	+	410.3	206
5315at543	Complete	NODE_43_length_41508_cov_43.498876	17358	16825	-	342.9	177
5319at543	Complete	NODE_19_length_85129_cov_38.767276	41721	41302	-	268.0	138
5326at543	Complete	NODE_9_length_123825_cov_37.296666	102648	100582	-	1517.4	686
5331at543	Complete	NODE_4_length_139564_cov_44.158667	123220	122072	-	804.5	381
5367at543	Complete	NODE_43_length_41508_cov_43.498876	24144	23515	-	424.7	208
5368at543	Complete	NODE_11_length_117034_cov_40.464403	40196	38463	-	1168.1	576
5382at543	Complete	NODE_39_length_47213_cov_38.868135	19132	18896	-	172.5	78
5391at543	Complete	NODE_16_length_86943_cov_42.279511	3862	5508	+	1174.1	548
5398at543	Complete	NODE_9_length_123825_cov_37.296666	17551	18507	+	605.8	317
5399at543	Complete	NODE_53_length_29778_cov_36.323025	5384	4371	-	704.4	315
5420at543	Complete	NODE_31_length_58399_cov_38.812466	46522	44933	-	1190.3	527
5426at543	Complete	NODE_8_length_126545_cov_41.885285	74250	73684	-	371.2	183
5439at543	Complete	NODE_9_length_123825_cov_37.296666	25307	25687	+	234.4	125
5442at543	Complete	NODE_9_length_123825_cov_37.296666	104819	105445	+	452.8	208
5449at543	Complete	NODE_4_length_139564_cov_44.158667	81418	82116	+	430.0	231
5457at543	Complete	NODE_14_length_92032_cov_37.540264	82417	83526	+	718.2	365
5458at543	Complete	NODE_25_length_79707_cov_37.284883	50895	51329	+	280.9	143
5469at543	Complete	NODE_9_length_123825_cov_37.296666	85116	86390	+	850.9	423
5472at543	Complete	NODE_9_length_123825_cov_37.296666	16293	16868	+	426.7	191
5495at543	Complete	NODE_16_length_86943_cov_42.279511	76401	75913	-	319.9	161
5506at543	Complete	NODE_16_length_86943_cov_42.279511	71204	71809	+	350.3	201
5521at543	Complete	NODE_30_length_69036_cov_41.149327	30232	29036	-	780.7	397
5526at543	Complete	NODE_11_length_117034_cov_40.464403	55487	54309	-	742.8	392
5529at543	Complete	NODE_1_length_276430_cov_40.515391	169478	170581	+	763.8	368
5535at543	Complete	NODE_37_length_49199_cov_38.911069	36505	35753	-	515.7	249
5543at543	Complete	NODE_29_length_69919_cov_43.020805	17089	15809	-	865.5	425
5551at543	Complete	NODE_45_length_36631_cov_36.253287	25432	25731	+	204.5	99
5561at543	Complete	NODE_29_length_69919_cov_43.020805	48868	50304	+	1061.8	477
5580at543	Complete	NODE_16_length_86943_cov_42.279511	46462	47286	+	562.7	273
5584at543	Complete	NODE_53_length_29778_cov_36.323025	10763	11572	+	499.7	269
5591at543	Complete	NODE_4_length_139564_cov_44.158667	41746	42489	+	471.4	247
5592at543	Complete	NODE_16_length_86943_cov_42.279511	18875	17610	-	928.0	416
5596at543	Complete	NODE_43_length_41508_cov_43.498876	7736	9112	+	1020.6	458
5598at543	Complete	NODE_11_length_117034_cov_40.464403	110795	111874	+	724.1	353
5607at543	Complete	NODE_8_length_126545_cov_41.885285	72579	71854	-	525.3	241
5610at543	Complete	NODE_4_length_139564_cov_44.158667	13071	12535	-	375.2	177
5614at543	Complete	NODE_19_length_85129_cov_38.767276	43403	42300	-	733.7	365
5616at543	Complete	NODE_8_length_126545_cov_41.885285	14761	13880	-	640.9	293
5636at543	Complete	NODE_53_length_29778_cov_36.323025	1956	1372	-	364.6	193
5638at543	Complete	NODE_41_length_44791_cov_39.437601	34069	33161	-	680.1	302
5654at543	Complete	NODE_6_length_131096_cov_36.333598	67912	67157	-	514.9	249
5659at543	Complete	NODE_14_length_92032_cov_37.540264	78016	76763	-	830.6	415
5674at543	Complete	NODE_10_length_119716_cov_38.250842	14572	12932	-	1142.2	546
5675at543	Complete	NODE_31_length_58399_cov_38.812466	48236	49309	+	687.2	341
5687at543	Complete	NODE_25_length_79707_cov_37.284883	16051	14639	-	974.6	470
5691at543	Complete	NODE_16_length_86943_cov_42.279511	8632	10179	+	1115.7	513
5713at543	Complete	NODE_20_length_84241_cov_37.036046	57849	58490	+	386.5	208
5715at543	Complete	NODE_69_length_19666_cov_39.219100	14192	16084	+	1430.5	630
5722at543	Complete	NODE_17_length_86457_cov_41.702653	5783	7114	+	975.1	443
5724at543	Complete	NODE_17_length_86457_cov_41.702653	720	2918	+	1447.6	730
5727at543	Complete	NODE_22_length_80627_cov_36.893466	30397	29039	-	860.1	451
5740at543	Complete	NODE_2_length_157429_cov_38.171358	36071	36559	+	298.4	161
5749at543	Complete	NODE_32_length_57606_cov_39.295812	51525	52958	+	973.2	474
5758at543	Complete	NODE_19_length_85129_cov_38.767276	11311	12006	+	489.5	230
5764at543	Complete	NODE_1_length_276430_cov_40.515391	229032	230120	+	711.5	360
5774at543	Complete	NODE_4_length_139564_cov_44.158667	68715	66991	-	1271.2	572
5775at543	Complete	NODE_3_length_152663_cov_37.088930	81986	83095	+	799.1	369
5787at543	Complete	NODE_38_length_48580_cov_35.344705	15779	14784	-	709.9	331
5801at543	Complete	NODE_31_length_58399_cov_38.812466	47751	47305	-	278.5	146
5808at543	Complete	NODE_29_length_69919_cov_43.020805	26252	27304	+	731.8	347
5811at543	Complete	NODE_46_length_34184_cov_43.893884	6151	4322	-	1299.0	609
5819at543	Complete	NODE_43_length_41508_cov_43.498876	18102	17797	-	209.0	101
5831at543	Complete	NODE_30_length_69036_cov_41.149327	20405	19257	-	761.8	379
5842at543	Complete	NODE_2_length_157429_cov_38.171358	31198	32010	+	545.2	268
5846at543	Complete	NODE_26_length_78359_cov_41.157595	32788	35202	+	1741.9	804
5879at543	Complete	NODE_73_length_16238_cov_34.312333	12540	11434	-	758.7	365
5904at543	Complete	NODE_17_length_86457_cov_41.702653	19977	19015	-	688.0	320
5906at543	Complete	NODE_43_length_41508_cov_43.498876	18985	18671	-	203.2	104
5908at543	Complete	NODE_72_length_16341_cov_36.526767	14862	15566	+	417.5	231
5914at543	Complete	NODE_39_length_47213_cov_38.868135	18875	18708	-	131.5	53
5915at543	Complete	NODE_16_length_86943_cov_42.279511	39558	38362	-	806.1	394
5922at543	Complete	NODE_22_length_80627_cov_36.893466	1436	594	-	625.1	280
5926at543	Complete	NODE_34_length_53173_cov_42.168382	4954	5691	+	453.2	242
5934at543	Complete	NODE_4_length_139564_cov_44.158667	51190	50360	-	419.7	236
5939at543	Complete	NODE_8_length_126545_cov_41.885285	103344	103745	+	236.2	131
5948at543	Complete	NODE_43_length_41508_cov_43.498876	17763	17371	-	265.4	130
5955at543	Complete	NODE_16_length_86943_cov_42.279511	11216	12691	+	1067.3	490
5960at543	Complete	NODE_19_length_85129_cov_38.767276	17970	15616	-	1757.7	784
5969at543	Complete	NODE_8_length_126545_cov_41.885285	80029	81288	+	886.3	418
5993at543	Complete	NODE_37_length_49199_cov_38.911069	22079	23218	+	793.1	379
5999at543	Complete	NODE_19_length_85129_cov_38.767276	49571	49239	-	203.7	106
6000at543	Complete	NODE_31_length_58399_cov_38.812466	26537	28204	+	1267.4	555
6011at543	Complete	NODE_22_length_80627_cov_36.893466	29027	27834	-	861.6	396
6020at543	Complete	NODE_9_length_123825_cov_37.296666	19181	20980	+	1286.6	597
6046at543	Complete	NODE_4_length_139564_cov_44.158667	58343	57261	-	718.8	360
6049at543	Complete	NODE_18_length_85840_cov_40.696849	21343	21786	+	257.6	146
6056at543	Complete	NODE_4_length_139564_cov_44.158667	98167	99453	+	763.0	423
6061at543	Complete	NODE_8_length_126545_cov_41.885285	77275	78057	+	547.7	260
6120at543	Complete	NODE_34_length_53173_cov_42.168382	22993	22703	-	175.8	92
6124at543	Complete	NODE_36_length_50779_cov_38.268459	30043	29057	-	589.0	324
6136at543	Complete	NODE_19_length_85129_cov_38.767276	35309	33861	-	983.6	481
6147at543	Complete	NODE_4_length_139564_cov_44.158667	11723	10797	-	664.0	307
6148at543	Complete	NODE_21_length_83220_cov_38.326345	8927	9793	+	589.7	286
6162at543	Complete	NODE_6_length_131096_cov_36.333598	97998	98879	+	579.1	289
6163at543	Complete	NODE_11_length_117034_cov_40.464403	38155	37274	-	559.3	248
6183at543	Complete	NODE_8_length_126545_cov_41.885285	76458	77267	+	565.3	267
6186at543	Complete	NODE_30_length_69036_cov_41.149327	63616	64980	+	913.3	445
6198at543	Complete	NODE_34_length_53173_cov_42.168382	9958	8888	-	742.3	355
6212at543	Complete	NODE_4_length_139564_cov_44.158667	5707	6558	+	558.8	282
6217at543	Complete	NODE_54_length_28184_cov_41.894607	5943	6962	+	694.3	337
6253at543	Complete	NODE_42_length_44050_cov_40.658288	40690	39530	-	803.0	383
6276at543	Complete	NODE_8_length_126545_cov_41.885285	91611	92459	+	550.7	274
6278at543	Complete	NODE_30_length_69036_cov_41.149327	37664	38488	+	581.6	274
6283at543	Complete	NODE_21_length_83220_cov_38.326345	65411	64806	-	449.8	201
6291at543	Complete	NODE_30_length_69036_cov_41.149327	30881	30324	-	332.2	173
6294at543	Complete	NODE_17_length_86457_cov_41.702653	80179	77393	-	1805.6	917
6305at543	Complete	NODE_19_length_85129_cov_38.767276	57267	55948	-	884.3	439
6312at543	Complete	NODE_13_length_92664_cov_37.475885	33363	31636	-	1199.7	574
6313at543	Complete	NODE_8_length_126545_cov_41.885285	98996	100483	+	1037.2	494
6337at543	Complete	NODE_13_length_92664_cov_37.475885	53373	54611	+	791.1	408
6342at543	Complete	NODE_11_length_117034_cov_40.464403	74983	73820	-	790.8	386
6355at543	Complete	NODE_14_length_92032_cov_37.540264	12127	16089	+	2553.7	1227
6372at543	Complete	NODE_34_length_53173_cov_42.168382	8877	7756	-	749.0	372
6373at543	Complete	NODE_4_length_139564_cov_44.158667	53580	52105	-	982.9	486
6430at543	Complete	NODE_9_length_123825_cov_37.296666	88335	89807	+	921.6	484
6448at543	Complete	NODE_60_length_26402_cov_36.807041	22323	24953	+	1760.7	875
6477at543	Complete	NODE_18_length_85840_cov_40.696849	18204	17122	-	687.0	359
6499at543	Complete	NODE_26_length_78359_cov_41.157595	1468	2508	+	728.3	346
6524at543	Complete	NODE_7_length_130108_cov_39.332856	97591	98574	+	672.5	327
6542at543	Complete	NODE_20_length_84241_cov_37.036046	78178	79377	+	754.7	399
6543at543	Complete	NODE_4_length_139564_cov_44.158667	64251	63310	-	615.0	311
6571at543	Complete	NODE_36_length_50779_cov_38.268459	17362	15515	-	1063.9	588
6579at543	Complete	NODE_34_length_53173_cov_42.168382	2981	408	-	1844.6	857
6589at543	Complete	NODE_4_length_139564_cov_44.158667	10800	10030	-	521.8	256
6592at543	Complete	NODE_69_length_19666_cov_39.219100	5123	5776	+	450.3	217
6594at543	Complete	NODE_30_length_69036_cov_41.149327	21652	21197	-	324.6	150
6595at543	Complete	NODE_9_length_123825_cov_37.296666	16901	17551	+	404.3	212
6601at543	Complete	NODE_4_length_139564_cov_44.158667	127664	127170	-	296.2	163
6602at543	Complete	NODE_8_length_126545_cov_41.885285	39283	40221	+	655.4	312
6613at543	Complete	NODE_10_length_119716_cov_38.250842	57407	58438	+	610.2	341
6618at543	Complete	NODE_19_length_85129_cov_38.767276	14943	13072	-	1121.4	618
6641at543	Complete	NODE_2_length_157429_cov_38.171358	45126	44233	-	575.2	296
6643at543	Complete	NODE_7_length_130108_cov_39.332856	109347	108850	-	287.1	164
6650at543	Complete	NODE_32_length_57606_cov_39.295812	47071	46451	-	392.3	204
6665at543	Complete	NODE_2_length_157429_cov_38.171358	73793	75322	+	1024.7	509
6668at543	Complete	NODE_42_length_44050_cov_40.658288	13659	12883	-	520.6	258
6679at543	Complete	NODE_1_length_276430_cov_40.515391	144543	145601	+	659.9	346
6680at543	Complete	NODE_8_length_126545_cov_41.885285	103745	104689	+	582.8	312
6687at543	Complete	NODE_22_length_80627_cov_36.893466	27834	27028	-	511.6	267
6708at543	Complete	NODE_31_length_58399_cov_38.812466	3350	1434	-	1380.9	631
6715at543	Complete	NODE_4_length_139564_cov_44.158667	54701	53634	-	695.0	349
6728at543	Complete	NODE_34_length_53173_cov_42.168382	22300	22641	+	205.6	111
6742at543	Complete	NODE_12_length_106079_cov_39.536715	85094	86392	+	912.3	431
6743at543	Complete	NODE_43_length_41508_cov_43.498876	18656	18117	-	386.8	179
6753at543	Complete	NODE_59_length_27357_cov_36.938267	7386	7916	+	316.7	174
6760at543	Complete	NODE_4_length_139564_cov_44.158667	131793	132056	+	168.4	86
6779at543	Complete	NODE_23_length_80065_cov_37.437114	17040	18806	+	1143.4	586
6796at543	Complete	NODE_14_length_92032_cov_37.540264	80053	78146	-	1347.2	634
6808at543	Complete	NODE_22_length_80627_cov_36.893466	33558	31996	-	978.5	519
6814at543	Complete	NODE_16_length_86943_cov_42.279511	74316	75092	+	492.6	247
6832at543	Complete	NODE_43_length_41508_cov_43.498876	15315	13984	-	965.1	442
6833at543	Complete	NODE_69_length_19666_cov_39.219100	11473	9992	-	951.8	487
6861at543	Complete	NODE_36_length_50779_cov_38.268459	37207	36524	-	436.5	225
6879at543	Complete	NODE_30_length_69036_cov_41.149327	32754	31903	-	534.6	282
6880at543	Complete	NODE_6_length_131096_cov_36.333598	64598	65209	+	398.6	201
6883at543	Missing
6900at543	Complete	NODE_18_length_85840_cov_40.696849	47303	47854	+	358.2	182
6918at543	Complete	NODE_39_length_47213_cov_38.868135	4361	5407	+	699.0	347
6926at543	Complete	NODE_46_length_34184_cov_43.893884	8453	8034	-	273.8	139
6959at543	Complete	NODE_9_length_123825_cov_37.296666	63887	64375	+	320.7	157
6966at543	Complete	NODE_2_length_157429_cov_38.171358	32908	33822	+	638.0	303
6977at543	Complete	NODE_20_length_84241_cov_37.036046	53395	54129	+	480.9	244
6979at543	Complete	NODE_42_length_44050_cov_40.658288	5559	4855	-	459.8	206
6987at543	Complete	NODE_8_length_126545_cov_41.885285	41350	40283	-	663.5	343
7005at543	Complete	NODE_2_length_157429_cov_38.171358	30185	31198	+	666.3	335
7017at543	Complete	NODE_8_length_126545_cov_41.885285	31529	32974	+	998.3	481
7021at543	Complete	NODE_20_length_84241_cov_37.036046	80077	81315	+	778.8	412
7024at543	Complete	NODE_8_length_126545_cov_41.885285	120329	119754	-	347.0	191
7031at543	Complete	NODE_8_length_126545_cov_41.885285	79267	79560	+	141.8	96
7046at543	Complete	NODE_1_length_276430_cov_40.515391	272533	272820	+	137.8	93
7049at543	Complete	NODE_39_length_47213_cov_38.868135	25273	24557	-	510.6	235
7080at543	Complete	NODE_6_length_131096_cov_36.333598	67937	68923	+	593.5	313
7084at543	Complete	NODE_37_length_49199_cov_38.911069	4381	4785	+	240.0	129
7094at543	Complete	NODE_4_length_139564_cov_44.158667	55942	54698	-	766.0	394
7095at543	Complete	NODE_8_length_126545_cov_41.885285	89578	91521	+	1364.6	605
7105at543	Complete	NODE_8_length_126545_cov_41.885285	78062	78613	+	339.2	181
7108at543	Complete	NODE_25_length_79707_cov_37.284883	60890	60195	-	437.6	222
7153at543	Complete	NODE_36_length_50779_cov_38.268459	36413	34740	-	1170.9	556
7160at543	Complete	NODE_4_length_139564_cov_44.158667	57258	55942	-	866.2	437
7167at543	Complete	NODE_19_length_85129_cov_38.767276	35757	36656	+	563.0	298
7175at543	Complete	NODE_21_length_83220_cov_38.326345	13568	14077	+	350.1	168
7206at543	Complete	NODE_20_length_84241_cov_37.036046	65363	66004	+	314.9	196
7210at543	Complete	NODE_9_length_123825_cov_37.296666	91458	90088	-	934.6	454
7219at543	Complete	NODE_37_length_49199_cov_38.911069	13218	14087	+	610.6	289
7222at543	Complete	NODE_4_length_139564_cov_44.158667	49040	47889	-	829.9	383
7239at543	Complete	NODE_51_length_31115_cov_42.820834	1897	2601	+	468.9	232
7243at543	Complete	NODE_19_length_85129_cov_38.767276	42211	41741	-	305.8	156
7246at543	Complete	NODE_41_length_44791_cov_39.437601	30560	30249	-	180.3	99
7282at543	Complete	NODE_4_length_139564_cov_44.158667	79824	81434	+	1047.0	536
7285at543	Complete	NODE_29_length_69919_cov_43.020805	46170	44524	-	1183.0	546
7288at543	Complete	NODE_72_length_16341_cov_36.526767	14026	14271	+	158.0	81
7311at543	Complete	NODE_28_length_70179_cov_36.796251	44022	43273	-	492.4	248
7316at543	Complete	NODE_30_length_69036_cov_41.149327	2874	3689	+	586.2	271
7331at543	Complete	NODE_8_length_126545_cov_41.885285	42807	41440	-	828.0	443
7348at543	Complete	NODE_29_length_69919_cov_43.020805	15723	14464	-	757.2	393
7364at543	Complete	NODE_4_length_139564_cov_44.158667	95505	94690	-	542.9	268
7373at543	Complete	NODE_23_length_80065_cov_37.437114	57732	58448	+	496.5	237
7379at543	Complete	NODE_4_length_139564_cov_44.158667	28650	26758	-	1025.8	421
7380at543	Complete	NODE_10_length_119716_cov_38.250842	35857	36324	+	282.8	154
7387at543	Complete	NODE_4_length_139564_cov_44.158667	63313	62948	-	192.5	103
7388at543	Complete	NODE_69_length_19666_cov_39.219100	9844	9173	-	449.4	223
7402at543	Complete	NODE_18_length_85840_cov_40.696849	19304	18204	-	662.5	362
7407at543	Complete	NODE_13_length_92664_cov_37.475885	25877	26710	+	595.6	277
7409at543	Complete	NODE_8_length_126545_cov_41.885285	23853	24956	+	593.1	310
7421at543	Complete	NODE_1_length_276430_cov_40.515391	270079	270891	+	502.2	259
7443at543	Complete	NODE_37_length_49199_cov_38.911069	28104	28625	+	301.3	164
7456at543	Complete	NODE_16_length_86943_cov_42.279511	41528	40788	-	444.9	246
7465at543	Complete	NODE_60_length_26402_cov_36.807041	19814	20311	+	315.8	164
7472at543	Complete	NODE_54_length_28184_cov_41.894607	2766	1507	-	750.9	414
7474at543	Complete	NODE_11_length_117034_cov_40.464403	70441	69701	-	435.1	231
7494at543	Complete	NODE_46_length_34184_cov_43.893884	13369	12899	-	277.4	156
7496at543	Complete	NODE_11_length_117034_cov_40.464403	102182	102748	+	297.6	175
7508at543	Complete	NODE_17_length_86457_cov_41.702653	4296	5150	+	353.8	202
7536at543	Complete	NODE_20_length_84241_cov_37.036046	47092	43907	-	1403.5	748
7553at543	Complete	NODE_51_length_31115_cov_42.820834	376	759	+	216.4	125
7578at543	Complete	NODE_16_length_86943_cov_42.279511	40766	39561	-	664.6	368
7584at543	Complete	NODE_6_length_131096_cov_36.333598	95040	95738	+	367.8	197
7585at543	Complete	NODE_29_length_69919_cov_43.020805	17474	17166	-	205.8	100
7593at543	Complete	NODE_37_length_49199_cov_38.911069	28635	29426	+	427.7	244
7606at543	Complete	NODE_13_length_92664_cov_37.475885	36196	37182	+	530.9	342
7619at543	Complete	NODE_22_length_80627_cov_36.893466	24275	23532	-	402.0	246
7628at543	Complete	NODE_22_length_80627_cov_36.893466	21701	22420	+	380.2	247
