[14:28:39] config.py (line 371):     INFO: Seed number: 297834
[14:29:19] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/hmmbuild.model.q5rp33uv, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/FC_7_0_1/hmmsearch.results.qiplk_ij
[14:29:20] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/hmmbuild.model.q5rp33uv, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/FC_7_0_2/hmmsearch.results._s3x3lx8
[14:29:20] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/hmmbuild.model.q5rp33uv, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_7/A_7_0/FC_7_0_3/hmmsearch.results.lmbobxdb
[14:29:20] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/hmmbuild.model.hmalo16f, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/FC_8_0_0/hmmsearch.results.ssfwp4cq
[14:29:21] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/hmmbuild.model.hmalo16f, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/FC_8_0_1/hmmsearch.results.34k59ov0
[14:29:21] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/hmmbuild.model.hmalo16f, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/FC_8_0_2/hmmsearch.results.x580k0bp
[14:29:22] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/hmmbuild.model.hmalo16f, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_8/A_8_0/FC_8_0_3/hmmsearch.results.2nvock67
[14:29:22] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/hmmbuild.model.l5_qma3n, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/FC_9_0_0/hmmsearch.results.xqe1rcua
[14:29:22] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/hmmbuild.model.l5_qma3n, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/FC_9_0_1/hmmsearch.results.5mzbkuup
[14:29:23] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/hmmbuild.model.l5_qma3n, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/FC_9_0_2/hmmsearch.results.2ox11mu8
[14:29:23] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/hmmbuild.model.l5_qma3n, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_9/A_9_0/FC_9_0_3/hmmsearch.results.o1oao47z
[14:29:24] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/hmmbuild.model.xjsvxq4q, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/FC_10_0_0/hmmsearch.results.t4oez1c3
[14:29:24] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/hmmbuild.model.xjsvxq4q, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/FC_10_0_1/hmmsearch.results.2vyuvpql
[14:29:24] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/hmmbuild.model.xjsvxq4q, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/FC_10_0_2/hmmsearch.results.2vxius1w
[14:29:25] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/hmmbuild.model.xjsvxq4q, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_10/A_10_0/FC_10_0_3/hmmsearch.results.98n03cd5
[14:29:25] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/hmmbuild.model.2pwx4v3u, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/FC_11_0_0/hmmsearch.results.7d_vcgkz
[14:29:25] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/hmmbuild.model.2pwx4v3u, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/FC_11_0_1/hmmsearch.results.au0jk6x_
[14:29:26] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/hmmbuild.model.2pwx4v3u, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/FC_11_0_2/hmmsearch.results.3h9pqox7
[14:29:26] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/hmmbuild.model.2pwx4v3u, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_11/A_11_0/FC_11_0_3/hmmsearch.results.to_i5lgb
[14:29:27] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/hmmbuild.model.im6fwg03, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/FC_12_0_0/hmmsearch.results.bb0g_jcz
[14:29:27] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/hmmbuild.model.im6fwg03, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/FC_12_0_1/hmmsearch.results.3gmfcnxc
[14:29:27] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/hmmbuild.model.im6fwg03, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/FC_12_0_2/hmmsearch.results.rsc_6z41
[14:29:28] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/hmmbuild.model.im6fwg03, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_12/A_12_0/FC_12_0_3/hmmsearch.results.v974gc76
[14:29:28] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/hmmbuild.model.ghiat6vc, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/FC_13_0_0/hmmsearch.results.3l3is8nc
[14:29:29] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/hmmbuild.model.ghiat6vc, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/FC_13_0_1/hmmsearch.results.tt2feodc
[14:29:29] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/hmmbuild.model.ghiat6vc, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/FC_13_0_2/hmmsearch.results.xfm8ap4g
[14:29:30] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/hmmbuild.model.ghiat6vc, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_13/A_13_0/FC_13_0_3/hmmsearch.results.7vprdlog
[14:29:30] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/hmmbuild.model.suplo89p, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_0mjvu7l_b.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/FC_14_0_0/hmmsearch.results.9d0ql1iy
[14:29:30] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/hmmbuild.model.suplo89p, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_1dgukhxqi.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/FC_14_0_1/hmmsearch.results.x7xzurhn
[14:29:31] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/hmmbuild.model.suplo89p, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_281j_j6bj.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/FC_14_0_2/hmmsearch.results.lr1yuowa
[14:29:31] jobs.py (line 131):     INFO: Finished hmmsearch Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/hmmbuild.model.suplo89p, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/fragment_chunks/fragment_chunk_32bzemx7o.fasta, elim:99999999, filter:False, output:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_14/A_14_0/FC_14_0_3/hmmsearch.results.fa9pdy_b
[14:29:31] exhaustive.py (line 81):  WARNING: Fragments [] are not scored against any subset
[14:29:32] jobs.py (line 131):     INFO: Finished hmmalign Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.model.afm6x7ad, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_0/hmmalign.frag.x_qsd5ym.fasta, trim:False, base_alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta
[14:29:32] jobs.py (line 131):     INFO: Finished hmmalign Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.model.afm6x7ad, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_1/hmmalign.frag.0ou1je11.fasta, trim:False, base_alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta
[14:29:33] jobs.py (line 131):     INFO: Finished hmmalign Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.model.afm6x7ad, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_2/hmmalign.frag.gwp8o41v.fasta, trim:False, base_alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta
[14:29:34] jobs.py (line 131):     INFO: Finished hmmalign Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.model.afm6x7ad, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_3/hmmalign.frag._57v6khy.fasta, trim:False, base_alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_0.
[14:29:34] alignment.py (line 570):     INFO: Merging extension sto file (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_0/hmmalign.results.m2x5r1cl) into base alignment (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta).
[14:29:34] alignment.py (line 570):     INFO: Merging extension sto file (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_1/hmmalign.results.3kn75wdh) into base alignment (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta).
[14:29:34] alignment.py (line 570):     INFO: Merging extension sto file (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_2/hmmalign.results.v7rrm_2e) into base alignment (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta).
[14:29:34] alignment.py (line 570):     INFO: Merging extension sto file (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/FC_0_0_3/hmmalign.results.wkg64rob) into base alignment (/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_0/A_0_0/hmmbuild.input._6bec24h.fasta).
[14:29:34] jobs.py (line 131):     INFO: Finished hmmalign Job with input: model:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/A_1_0/hmmbuild.model.uxj0u32x, fragments:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/A_1_0/FC_1_0_0/hmmalign.frag.n11radma.fasta, trim:False, base_alignment:/home/simonedassisi/home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_bacteria_odb12/sepp_tmp_files/output.clxlated/root/P_1/A_1_0/hmmbuild.input._u637qt4.fasta
[14:29:34] exhaustive.py (line 152):     INFO: Merging sub-alignments for placement problem : P_1.
